,id,Date,Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month_end_day,Province
129944,130023,2014-11-25,"62 swift brook, virginia, co. cavan",,Cavan,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
129953,129972,2014-11-25,"28 millers way, carndonagh, donegal",,Donegal,63000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
129955,130068,2014-11-25,"glenalla, ray, rathmullen",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
129960,130062,2014-11-25,"coraghy, clones",,Monaghan,70500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
129986,130035,2014-11-25,"77 the woods, tullyarvan buncrana, donegal",,Donegal,110000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130018,130058,2014-11-25,"ballyhugh, ballyconnell, cavan",,Cavan,166250.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130098,130098,2014-11-26,"1 sea view terrace, rathmullen, donegal",,Donegal,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130138,130116,2014-11-26,"13 solomons hill, glencar scotch, letterkenny",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130151,130135,2014-11-26,"20 ard na greine, ardara, co donegal",,Donegal,105000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130186,130124,2014-11-26,"17 the drumlins, virginia, cavan",,Cavan,182500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130190,130216,2014-11-26,"carolina, buncrana, co. donegal",,Donegal,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130252,130439,2014-11-27,"main st, convoy, co donegal",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130260,130404,2014-11-27,"apt 8 kempton court, drumalee, cavan",,Cavan,41750.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130262,130426,2014-11-27,"glebe large, fahan",,Donegal,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130265,130435,2014-11-27,"lavagh, outoffice, kilnaleck",,Cavan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130270,130448,2014-11-27,"pottle, corlismore, cavan",,Cavan,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130282,130443,2014-11-27,"no 2 elm court, thomas street, bailieborough",,Cavan,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130295,130329,2014-11-27,"37 deerpark manor, virginia, cavan",,Cavan,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130314,130440,2014-11-27,"millbrae, carndonagh, donegal",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130316,130437,2014-11-27,"listroar, ballybay post office, co monaghan",,Monaghan,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130426,130312,2014-11-27,"27 lisfannon heights, lisfannon, buncrana",,Donegal,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130469,130834,2014-11-28,"red row, buncrana",,Donegal,31500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130481,130824,2014-11-28,"meenagoland, fintown, co. donegal",,Donegal,42000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130483,130802,2014-11-28,"glen, carrigart, letterkenny",,Donegal,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130488,130830,2014-11-28,"no. 9 ard chroine, quay road, dungloe",,Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130505,130513,2014-11-28,"15 ard na gaoithe, knockatallon, monaghan",,Monaghan,58000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130507,130817,2014-11-28,"leckanagh, burtonport, co donegal",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130512,130712,2014-11-28,"69 the hazel, drumgola wood, cavan",,Cavan,63000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130547,130839,2014-11-28,"rocks road, kingscourt, co. cavan",,Cavan,82000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130555,130599,2014-11-28,"28 rosevale, castleblayney, monaghan",,Monaghan,88000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130573,130852,2014-11-28,"the lodge, redhills",,Cavan,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130581,130640,2014-11-28,"4 greenbank cottages, quigley's point",,Donegal,105000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130597,130615,2014-11-28,"30 knocktornagh, castleblaney, monaghan",,Monaghan,117500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130689,130853,2014-11-28,"the poets house, clonbarra, falcarragh",,Donegal,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130698,130656,2014-11-28,"44 montfort, monaghan, monaghan",,Monaghan,191000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130730,130645,2014-11-28,"4 slieve view, poles, cavan",,Cavan,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130731,130784,2014-11-28,"bramble house lodge, fartagh, lisduff  virginia",,Cavan,235000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130739,130796,2014-11-28,"crossbane, mullagh, cavan",,Cavan,245000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130743,130828,2014-11-28,"no 2 an banrach, glenleary, ramelton",,Donegal,248000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130748,130855,2014-11-28,"tir na darach, drumirril, inniskeen",,Monaghan,256000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
130872,131002,2014-01-12,"corradough, tunnyduff, bailieborough",,Cavan,23000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130874,131006,2014-01-12,"guladoo, moville, co. donegal",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130879,131005,2014-01-12,"derrinlester, killeshandra, cavan",,Cavan,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130883,130936,2014-01-12,"32 station lane, swellan, cavan",,Cavan,53000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130884,131017,2014-01-12,"ranny, lettermacaward",,Donegal,54815.2,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130899,130891,2014-01-12,"12 sessiagh park, castlefin, co donegal",,Donegal,78000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130905,130897,2014-01-12,"14 ashlawn, letterkenny, donegal",,Donegal,92000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130913,130966,2014-01-12,"52 the pack glenfin rd, ballybofey, co donegal",,Donegal,109500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130932,130940,2014-01-12,"34 riverside park, clonmany",,Donegal,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
130940,130993,2014-01-12,"birney hill, arva road, gowna",,Cavan,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-01-31,Ulster
131035,131128,2014-02-12,"8 eagle wood, belturbet, cavan",,Cavan,37500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-02-28,Ulster
131050,131096,2014-02-12,"41 rathdrum, cavan",,Cavan,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-02-28,Ulster
131053,131029,2014-02-12,"1 elmbrook, cavan road, virginia",,Cavan,76000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-02-28,Ulster
131057,131051,2014-02-12,"14 drumany fort, butlersbridge, cavan",,Cavan,91000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-02-28,Ulster
131105,131166,2014-02-12,"kilgola, finea, mullingar",,Cavan,155000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-02-28,Ulster
131126,131187,2014-02-12,"st kevins, aileach road, buncrana",,Donegal,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-02-28,Ulster
131195,131379,2014-03-12,"middletown, loughduff, co. cavan",,Cavan,24360.0,No,No,Second-Hand Dwelling house /Apartment,,2014-03-31,Ulster
131209,131237,2014-03-12,"2 farnham close, cavan, co cavan",,Cavan,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-03-31,Ulster
131213,131343,2014-03-12,"balleeghan upper, malin, donegal",,Donegal,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-03-31,Ulster
131234,131297,2014-03-12,"52 ashlea grove, killea, donegal",,Donegal,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-03-31,Ulster
131282,131378,2014-03-12,"middle house, galbolie clankee, bailieboro",,Cavan,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-03-31,Ulster
131391,131592,2014-04-12,"lucas house, trusk road, ballybofey",,Donegal,28000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-04-30,Ulster
131407,131448,2014-04-12,"20 gerards way, carndonagh, donegal",,Donegal,46000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-04-30,Ulster
131410,131502,2014-04-12,"46 dr mckenna terrace, monaghan",,Monaghan,54000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-04-30,Ulster
131425,131514,2014-04-12,"6 chapel court, carrickroe emyvale, monaghan",,Monaghan,70000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-04-30,Ulster
131445,131464,2014-04-12,"26 thorndale, kingscourt, co cavan",,Cavan,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-04-30,Ulster
131447,131418,2014-04-12,"14 elm park, buncrana",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-04-30,Ulster
131453,131454,2014-04-12,"22 rocklands, cavan",,Cavan,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-04-30,Ulster
131516,131387,2014-04-12,"1 erla, kill, dunfanaghy",,Donegal,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-04-30,Ulster
131629,131926,2014-05-12,"magheramore, manorcunningham, co donegal",,Donegal,42500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131631,131724,2014-05-12,"27 beechwood park coneyburrow rd, lifford, donegal",,Donegal,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131632,131659,2014-05-12,"13 mall rd, monaghan, monaghan",,Monaghan,47000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131635,131897,2014-05-12,"creansallagh, st johnston, lifford",,Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131657,131953,2014-05-12,"yellow cottage, belcruit, kincasslagh",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131665,131796,2014-05-12,"6 highfield, ardee road, carrickmacross",,Monaghan,76000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131681,131927,2014-05-12,"navenny, ballybofey, donegal",,Donegal,83000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131687,131923,2014-05-12,"log cabin, 3 rivervalley, callaghs",,Cavan,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131703,131663,2014-05-12,"13 the elms, letterkenny, donegal",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131725,131876,2014-05-12,"balloor, portsalon, letterkenny",,Donegal,117192.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131800,131657,2014-05-12,"13 cherrymount, keadue, cavan",,Cavan,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131801,131940,2014-05-12,"st francis house, tunnyduff-l7518, bailieborough",,Cavan,165000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131879,131904,2014-05-12,"fahan house, fahan, lifford",,Donegal,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-05-31,Ulster
131962,132010,2014-08-12,"23 new line, cootehill",,Cavan,18000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
131975,132094,2014-08-12,"apt 12, court manor house, justice walsh rd",,Donegal,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
131990,132088,2014-08-12,"9 cusack estate, ballyjamesduff",,Cavan,65000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
131997,132126,2014-08-12,"knockbrack, kerrykeel po, letterkenny",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132001,132068,2014-08-12,"53 killylastin heights, letterkenny, donegal",,Donegal,76500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132002,131971,2014-08-12,"110 meadowhill, kiltoy, letterkenny",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132004,131982,2014-08-12,"147 church road, killybegs, county donegal",,Donegal,82750.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132008,132125,2014-08-12,"knockatee, ballyhaise",,Cavan,94000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132012,132035,2014-08-12,"30 tullan strand rd, bundoran, strand rd",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132017,132119,2014-08-12,"dunmore, carrigart, co donegal",,Donegal,105000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132026,132128,2014-08-12,"lahard, killeshandra, cavan",,Cavan,112500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132070,132136,2014-08-12,"no. 48 gleann aibhinn, clonbeg, buncrana",,Donegal,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-08-31,Ulster
132149,132360,2014-09-12,"apt 3 seaspray, bundoran, donegal",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-09-30,Ulster
132159,132320,2014-09-12,"76 flaxfields, convoy, donegal",,Donegal,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-09-30,Ulster
132200,132207,2014-09-12,"2 cathedral close, cathedral rd, cavan",,Cavan,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-09-30,Ulster
132206,132404,2014-09-12,"thrushbank, lougheske, donegal town",,Donegal,84000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-09-30,Ulster
132207,132231,2014-09-12,"27 parkview, ballyjamesduff, cavan",,Cavan,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-09-30,Ulster
132306,132388,2014-09-12,"lackagh bridge, creeslough, co donegal",,Donegal,140000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-09-30,Ulster
132318,132150,2014-09-12,"1 golf view, rossnowlagh, co donegal",,Donegal,161000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-09-30,Ulster
132408,132647,2014-10-12,"rabows, clones, co monaghan",,Monaghan,17500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132414,132641,2014-10-12,"meenlougher, castlefin, county donegal",,Donegal,26000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132421,132497,2014-10-12,"3 slieve snacht road, letterkenny, co. donegal",,Donegal,33500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132423,132494,2014-10-12,"3 lakeview, emyvale, monaghan",,Monaghan,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132425,132492,2014-10-12,"3 hilltop cresent, drumboe, stranorlar",,Donegal,38000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132428,132496,2014-10-12,"3 oldtown, letterkenny, co donegal",,Donegal,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132432,132547,2014-10-12,"6 academy court, oliver plunkett rd, letterkenny",,Donegal,41000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132448,132491,2014-10-12,"3 edge water cottage, malin",,Donegal,55000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132453,132653,2014-10-12,"station road, cootehill, co cavan",,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132465,132506,2014-10-12,"34 millbrae meadows, carndonagh",,Donegal,73000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-10-31,Ulster
132663,132957,2014-11-12,"apt. 2 60 dublin street, monaghan",,Monaghan,18750.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132666,132754,2014-11-12,"24 atlantic way, bundoran, donegal",,Donegal,26000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132669,132664,2014-11-12,"1 deanary street, belturbet, co cavan",,Cavan,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132682,132767,2014-11-12,"29 ard mccool, stanorlar, co. donegal",,Donegal,47500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132740,132802,2014-11-12,"38 the causeway, crest of a wave, mahheracar bundoran",,Donegal,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132757,132810,2014-11-12,"4 crescent hill, castleblayney, monaghan",,Monaghan,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132761,132902,2014-11-12,"70 killyconnigan, monaghan",,Monaghan,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132802,132706,2014-11-12,"15 rockfield heights, kingscourt, cavan",,Cavan,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132803,132725,2014-11-12,"19 lismeen hills, ballyjamesduff, cavan",,Cavan,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132889,132737,2014-11-12,"2 connaberry, slavery, buncrana",,Donegal,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
132911,132995,2014-11-12,"mairay house, ballyannon, linsfort buncrana",,Donegal,219000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-11-30,Ulster
133029,133464,2014-12-12,"station rd, falcarragh, donegal",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133035,133172,2014-12-12,"23 st patricks terrace, monaghan, monaghan",,Monaghan,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133045,133074,2014-12-12,"13 marine view, bundoran, co donegal",,Donegal,46500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133052,133404,2014-12-12,"edengilrevy, broomfield, castleblayney",,Monaghan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133057,133411,2014-12-12,"granard rd, ballyjamesduff, cavan",,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133070,133030,2014-12-12,"1 marian ave, glencolmcille, donegal",,Donegal,69000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133080,133058,2014-12-12,"12 culdoire, gortlee, letterkenny",,Donegal,73500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133128,133195,2014-12-12,"29 rivercresent, virginia, cavan",,Cavan,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133133,133437,2014-12-12,"lattinalbany, carrickmacross, co monaghan",,Monaghan,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133159,133034,2014-12-12,"1 stoney court, letterkenny, co donegal",,Donegal,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133189,133198,2014-12-12,"3 brookfield heights, letterkenny, donegal",,Donegal,130000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133277,133423,2014-12-12,"kells rd, kingscourt, cavan",,Cavan,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133292,133371,2014-12-12,"ard na greine, drumdoit doneyloop, castlefin",,Donegal,205000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133499,133653,2014-12-15,"6 ard adhamhnain, letterkenny, co donegal",,Donegal,31000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133506,133606,2014-12-15,"33 keadue, cavan, co cavan",,Cavan,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133514,133647,2014-12-15,"53 ardkeen, cavan",,Cavan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133537,133750,2014-12-15,"renny, lettermacaward",,Donegal,76000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133539,133494,2014-12-15,"10 ashford downs, ballyjames duff, cavan",,Cavan,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133546,133751,2014-12-15,"rinboy, cashel, fanad",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133549,133706,2014-12-15,"ballyduff cresent, main street, lifford",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133554,133503,2014-12-15,"11 lios na greine, burnfoot, donegal",,Donegal,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133557,133552,2014-12-15,"19 foxhills, letterkenny, donegal",,Donegal,97000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133572,133711,2014-12-15,"berragh, kingscourt, cavan",,Cavan,111000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133579,133723,2014-12-15,"dundragon, bailieborough, cavan",,Cavan,116500.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133586,133724,2014-12-15,"dunmakenna, lisnalong, co monaghan",,Monaghan,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133607,133749,2014-12-15,"ramulligan, redhills",,Cavan,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133611,133764,2014-12-15,"tuncar rd, drumalee, belturbet",,Cavan,146000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133766,133780,2014-12-16,"10 st martins row, belturbet, co cavan",,Cavan,14200.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133777,133878,2014-12-16,"23 the lawn, belturbet, cavan",,Cavan,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133795,133907,2014-12-16,"3 west end terrace, buncrana, donegal",,Donegal,46000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133816,133782,2014-12-16,"102 ballymacool woods, letterkenny",,Donegal,61000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133820,133926,2014-12-16,"39 st josephs park, buncrana, co donegal",,Donegal,63000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133867,134079,2014-12-16,"no. 16 ardaravan, buncrana",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133877,134104,2014-12-16,"umlagh carrigart, letterkenny, co donegal",,Donegal,96000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133882,133773,2014-12-16,"1 luddenfahan, buncrana, donegal",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133903,134061,2014-12-16,"killygowan, killeshandra, cavan",,Cavan,114000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133904,134059,2014-12-16,"kilcully, ballyjamesduff, cavan",,Cavan,115000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133918,134035,2014-12-16,"cashlan west, carrickmacross, monaghan",,Monaghan,121000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
133955,134071,2014-12-16,"mcshane cottage, kilnagarbet, stradone",,Cavan,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134006,134072,2014-12-16,"monkstown, drumnahoagh, letterkenny",,Donegal,210000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134130,134418,2014-12-17,"apartment 2, bridge street, killibegs",,Donegal,27000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134131,134466,2014-12-17,"apt 4, cluain aoibhinn court, swellan",,Cavan,29000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134153,134112,2014-12-17,"1 farnham close, cavan, co cavan",,Cavan,40000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134160,134511,2014-12-17,"harp cottage, ballyliffen, co. donegal",,Donegal,45000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134164,134528,2014-12-17,"munlough south, bawnboy, cavan",,Cavan,46000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134169,134247,2014-12-17,"3 banklane, belturbet, cavan",,Cavan,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134173,134250,2014-12-17,"3 hazelbrook crescent, letterkenny, donegal",,Donegal,51000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134177,134556,2014-12-17,"tonlagee, ballyconnell, cavan",,Cavan,53000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134180,134476,2014-12-17,"ballykilduff, portnoo",,Donegal,54240.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134185,134164,2014-12-17,"13 sea crest, bundoran, donegal",,Donegal,59000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134186,134357,2014-12-17,"67a the green, thornberry, letterkenny",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134216,134294,2014-12-17,"43  cherry avenue, carndonagh",,Donegal,68000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134219,134305,2014-12-17,"47 latt hills, latt, cavan",,Cavan,69000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134236,134201,2014-12-17,"19 highfield, bailieborough, co cavan",,Cavan,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134238,134197,2014-12-17,"17 pillar park, buncrana, donegal",,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134246,134334,2014-12-17,"6 balmain, carrowreagh rd, carndonagh",,Donegal,78000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134281,134329,2014-12-17,"56 ross view, bundoran, donegal",,Donegal,85000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134284,134398,2014-12-17,"88 carabay, culdaff, co donegal",,Donegal,89000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
134292,134113,2014-12-17,"1 forge brook, ballinagh",,Cavan,95000.0,No,No,Second-Hand Dwelling house /Apartment,,2014-12-31,Ulster
